event_type,category_id,count
purchase,1487580007675986893,80137
purchase,1487580006317032337,50555
purchase,1487580005092295511,44870
purchase,1487580005595612013,44334
purchase,1487580005671109489,43452
purchase,1602943681873052386,36216
purchase,1487580009286598681,33862
purchase,1487580005268456287,30450
purchase,1487580005134238553,25702
purchase,1487580009445982239,24142
